"","Date","Value","Index"
"705",2009-06-01,-0.31,"PDO"
"824",2009-07-01,-0.53,"PDO"
"943",2009-08-01,0.09,"PDO"
"1062",2009-09-01,0.52,"PDO"
"1181",2009-10-01,0.27,"PDO"
"1300",2009-11-01,-0.4,"PDO"
"1419",2009-12-01,0.08,"PDO"
"111",2010-01-01,0.83,"PDO"
"230",2010-02-01,0.82,"PDO"
"349",2010-03-01,0.44,"PDO"
"468",2010-04-01,0.78,"PDO"
"587",2010-05-01,0.62,"PDO"
"706",2010-06-01,-0.22,"PDO"
"825",2010-07-01,-1.05,"PDO"
"944",2010-08-01,-1.27,"PDO"
"1063",2010-09-01,-1.61,"PDO"
"1182",2010-10-01,-1.06,"PDO"
"1301",2010-11-01,-0.82,"PDO"
"1420",2010-12-01,-1.21,"PDO"
"112",2011-01-01,-0.92,"PDO"
"231",2011-02-01,-0.83,"PDO"
"350",2011-03-01,-0.69,"PDO"
"469",2011-04-01,-0.42,"PDO"
"588",2011-05-01,-0.37,"PDO"
"707",2011-06-01,-0.69,"PDO"
"826",2011-07-01,-1.86,"PDO"
"945",2011-08-01,-1.74,"PDO"
"1064",2011-09-01,-1.79,"PDO"
"1183",2011-10-01,-1.34,"PDO"
"1302",2011-11-01,-2.33,"PDO"
"1421",2011-12-01,-1.79,"PDO"
"113",2012-01-01,-1.38,"PDO"
"232",2012-02-01,-0.85,"PDO"
"351",2012-03-01,-1.05,"PDO"
"470",2012-04-01,-0.27,"PDO"
"589",2012-05-01,-1.26,"PDO"
"708",2012-06-01,-0.87,"PDO"
"827",2012-07-01,-1.52,"PDO"
"946",2012-08-01,-1.93,"PDO"
"1065",2012-09-01,-2.21,"PDO"
"1184",2012-10-01,-0.79,"PDO"
"1303",2012-11-01,-0.59,"PDO"
"1422",2012-12-01,-0.48,"PDO"
"114",2013-01-01,-0.13,"PDO"
"233",2013-02-01,-0.43,"PDO"
"352",2013-03-01,-0.63,"PDO"
"471",2013-04-01,-0.16,"PDO"
"590",2013-05-01,0.08,"PDO"
"709",2013-06-01,-0.78,"PDO"
"828",2013-07-01,-1.25,"PDO"
"947",2013-08-01,-1.04,"PDO"
"1066",2013-09-01,-0.48,"PDO"
"1185",2013-10-01,-0.87,"PDO"
"1304",2013-11-01,-0.11,"PDO"
"1423",2013-12-01,-0.41,"PDO"
"115",2014-01-01,0.3,"PDO"
"234",2014-02-01,0.38,"PDO"
"353",2014-03-01,0.97,"PDO"
"472",2014-04-01,1.13,"PDO"
"591",2014-05-01,1.8,"PDO"
"710",2014-06-01,0.82,"PDO"
"829",2014-07-01,0.7,"PDO"
"948",2014-08-01,0.67,"PDO"
"1067",2014-09-01,1.08,"PDO"
"1186",2014-10-01,1.49,"PDO"
"1305",2014-11-01,1.72,"PDO"
"1424",2014-12-01,2.51,"PDO"
"116",2015-01-01,2.45,"PDO"
"235",2015-02-01,2.3,"PDO"
"354",2015-03-01,2,"PDO"
"473",2015-04-01,1.44,"PDO"
"592",2015-05-01,1.2,"PDO"
"711",2015-06-01,1.54,"PDO"
"830",2015-07-01,1.84,"PDO"
"949",2015-08-01,1.56,"PDO"
"1068",2015-09-01,1.94,"PDO"
"1187",2015-10-01,1.47,"PDO"
"1306",2015-11-01,0.86,"PDO"
"1425",2015-12-01,1.01,"PDO"
"117",2016-01-01,1.53,"PDO"
"236",2016-02-01,1.75,"PDO"
"355",2016-03-01,2.4,"PDO"
"474",2016-04-01,2.62,"PDO"
"593",2016-05-01,2.35,"PDO"
"712",2016-06-01,2.03,"PDO"
"831",2016-07-01,1.25,"PDO"
"950",2016-08-01,0.52,"PDO"
"1069",2016-09-01,0.45,"PDO"
"1188",2016-10-01,0.56,"PDO"
"1307",2016-11-01,1.88,"PDO"
"1426",2016-12-01,1.17,"PDO"
"118",2017-01-01,0.77,"PDO"
"237",2017-02-01,0.7,"PDO"
"356",2017-03-01,0.74,"PDO"
"475",2017-04-01,1.12,"PDO"
"594",2017-05-01,0.88,"PDO"
"713",2017-06-01,0.79,"PDO"
"832",2017-07-01,0.1,"PDO"
"951",2017-08-01,0.09,"PDO"
"1070",2017-09-01,0.32,"PDO"
"1189",2017-10-01,0.05,"PDO"
"1308",2017-11-01,0.15,"PDO"
"1427",2017-12-01,0.5,"PDO"
"119",2018-01-01,0.7,"PDO"
"238",2018-02-01,0.37,"PDO"
"357",2018-03-01,-0.05,"PDO"
"476",2018-04-01,0.11,"PDO"
"595",2018-05-01,0.11,"PDO"
"714",2018-06-01,-0.04,"PDO"
"833",2018-07-01,0.11,"PDO"
"952",2018-08-01,0.18,"PDO"
"1071",2018-09-01,0.09,"PDO"
"1190",2018-10-01,NA,"PDO"
"1309",2018-11-01,NA,"PDO"
"1428",2018-12-01,NA,"PDO"
