"","Date","Value","Index"
"502",1924-04-01,27.75,"ENSO"
"651",1924-05-01,27.02,"ENSO"
"800",1924-06-01,27.02,"ENSO"
"949",1924-07-01,26.25,"ENSO"
"1098",1924-08-01,26.09,"ENSO"
"1247",1924-09-01,25.89,"ENSO"
"1396",1924-10-01,26.28,"ENSO"
"1545",1924-11-01,25.56,"ENSO"
"1694",1924-12-01,25.93,"ENSO"
"56",1925-01-01,25.55,"ENSO"
"205",1925-02-01,26.29,"ENSO"
"354",1925-03-01,26.73,"ENSO"
"503",1925-04-01,27.25,"ENSO"
"652",1925-05-01,27.47,"ENSO"
"801",1925-06-01,27.51,"ENSO"
"950",1925-07-01,27.73,"ENSO"
"1099",1925-08-01,27.55,"ENSO"
"1248",1925-09-01,27.52,"ENSO"
"1397",1925-10-01,27.58,"ENSO"
"1546",1925-11-01,27.66,"ENSO"
"1695",1925-12-01,28.19,"ENSO"
"57",1926-01-01,28.1,"ENSO"
"206",1926-02-01,28.06,"ENSO"
"355",1926-03-01,28.44,"ENSO"
"504",1926-04-01,28.78,"ENSO"
"653",1926-05-01,28.69,"ENSO"
"802",1926-06-01,28.29,"ENSO"
"951",1926-07-01,27.86,"ENSO"
"1100",1926-08-01,27.03,"ENSO"
"1249",1926-09-01,26.68,"ENSO"
"1398",1926-10-01,26.34,"ENSO"
"1547",1926-11-01,26.38,"ENSO"
"1696",1926-12-01,26.36,"ENSO"
"58",1927-01-01,26.68,"ENSO"
"207",1927-02-01,27,"ENSO"
"356",1927-03-01,27.08,"ENSO"
"505",1927-04-01,27.5,"ENSO"
"654",1927-05-01,27.28,"ENSO"
"803",1927-06-01,27.54,"ENSO"
"952",1927-07-01,26.92,"ENSO"
"1101",1927-08-01,26.78,"ENSO"
"1250",1927-09-01,26.6,"ENSO"
"1399",1927-10-01,27,"ENSO"
"1548",1927-11-01,26.61,"ENSO"
"1697",1927-12-01,26.84,"ENSO"
"59",1928-01-01,27.05,"ENSO"
"208",1928-02-01,26.97,"ENSO"
"357",1928-03-01,27.01,"ENSO"
"506",1928-04-01,27.55,"ENSO"
"655",1928-05-01,27.83,"ENSO"
"804",1928-06-01,27.43,"ENSO"
"953",1928-07-01,27.25,"ENSO"
"1102",1928-08-01,26.59,"ENSO"
"1251",1928-09-01,26.62,"ENSO"
"1400",1928-10-01,26.61,"ENSO"
"1549",1928-11-01,26.49,"ENSO"
"1698",1928-12-01,26.56,"ENSO"
"60",1929-01-01,26.43,"ENSO"
"209",1929-02-01,26.69,"ENSO"
"358",1929-03-01,27.11,"ENSO"
"507",1929-04-01,27.62,"ENSO"
"656",1929-05-01,27.7,"ENSO"
"805",1929-06-01,27.81,"ENSO"
"954",1929-07-01,27.21,"ENSO"
"1103",1929-08-01,26.98,"ENSO"
"1252",1929-09-01,27.05,"ENSO"
"1401",1929-10-01,27.13,"ENSO"
"1550",1929-11-01,26.84,"ENSO"
"1699",1929-12-01,27.22,"ENSO"
"61",1930-01-01,26.93,"ENSO"
"210",1930-02-01,27.15,"ENSO"
"359",1930-03-01,27.55,"ENSO"
"508",1930-04-01,28.18,"ENSO"
"657",1930-05-01,27.83,"ENSO"
"806",1930-06-01,27.95,"ENSO"
"955",1930-07-01,27.86,"ENSO"
"1104",1930-08-01,27.56,"ENSO"
"1253",1930-09-01,28.04,"ENSO"
"1402",1930-10-01,27.87,"ENSO"
"1551",1930-11-01,28.44,"ENSO"
"1700",1930-12-01,28,"ENSO"
"62",1931-01-01,28.07,"ENSO"
"211",1931-02-01,28.1,"ENSO"
"360",1931-03-01,28.44,"ENSO"
"509",1931-04-01,28.73,"ENSO"
"658",1931-05-01,28.49,"ENSO"
"807",1931-06-01,28.16,"ENSO"
"956",1931-07-01,27.63,"ENSO"
"1105",1931-08-01,27.02,"ENSO"
"1254",1931-09-01,26.33,"ENSO"
"1403",1931-10-01,26.51,"ENSO"
"1552",1931-11-01,26.38,"ENSO"
"1701",1931-12-01,26.31,"ENSO"
"63",1932-01-01,26.16,"ENSO"
"212",1932-02-01,26.57,"ENSO"
"361",1932-03-01,27.51,"ENSO"
"510",1932-04-01,28.02,"ENSO"
"659",1932-05-01,28.14,"ENSO"
"808",1932-06-01,27.87,"ENSO"
"957",1932-07-01,27.11,"ENSO"
"1106",1932-08-01,26.97,"ENSO"
"1255",1932-09-01,26.77,"ENSO"
"1404",1932-10-01,26.75,"ENSO"
"1553",1932-11-01,26.61,"ENSO"
"1702",1932-12-01,26.18,"ENSO"
"64",1933-01-01,26.36,"ENSO"
"213",1933-02-01,26.68,"ENSO"
"362",1933-03-01,27.05,"ENSO"
"511",1933-04-01,27.78,"ENSO"
"660",1933-05-01,27.46,"ENSO"
"809",1933-06-01,26.83,"ENSO"
"958",1933-07-01,26.56,"ENSO"
"1107",1933-08-01,25.93,"ENSO"
"1256",1933-09-01,25.98,"ENSO"
"1405",1933-10-01,25.63,"ENSO"
"1554",1933-11-01,25.59,"ENSO"
"1703",1933-12-01,25.38,"ENSO"
"65",1934-01-01,25.64,"ENSO"
"214",1934-02-01,25.89,"ENSO"
"363",1934-03-01,26.31,"ENSO"
"512",1934-04-01,27.35,"ENSO"
"661",1934-05-01,27.37,"ENSO"
"810",1934-06-01,27.35,"ENSO"
"959",1934-07-01,26.8,"ENSO"
"1108",1934-08-01,26.55,"ENSO"
"1257",1934-09-01,26.23,"ENSO"
"1406",1934-10-01,26.48,"ENSO"
"1555",1934-11-01,26.54,"ENSO"
"1704",1934-12-01,26.34,"ENSO"
"66",1935-01-01,26.26,"ENSO"
"215",1935-02-01,26.57,"ENSO"
"364",1935-03-01,26.98,"ENSO"
"513",1935-04-01,27.45,"ENSO"
"662",1935-05-01,27.32,"ENSO"
"811",1935-06-01,27.28,"ENSO"
"960",1935-07-01,26.58,"ENSO"
"1109",1935-08-01,26.93,"ENSO"
"1258",1935-09-01,26.83,"ENSO"
"1407",1935-10-01,27.01,"ENSO"
"1556",1935-11-01,26.94,"ENSO"
"1705",1935-12-01,26.55,"ENSO"
"67",1936-01-01,27.32,"ENSO"
"216",1936-02-01,27.25,"ENSO"
"365",1936-03-01,27.26,"ENSO"
"514",1936-04-01,28.06,"ENSO"
"663",1936-05-01,27.8,"ENSO"
"812",1936-06-01,27.33,"ENSO"
"961",1936-07-01,26.88,"ENSO"
"1110",1936-08-01,26.55,"ENSO"
"1259",1936-09-01,26.65,"ENSO"
"1408",1936-10-01,27.12,"ENSO"
"1557",1936-11-01,26.62,"ENSO"
"1706",1936-12-01,27.22,"ENSO"
"68",1937-01-01,26.27,"ENSO"
"217",1937-02-01,27.06,"ENSO"
"366",1937-03-01,27.51,"ENSO"
"515",1937-04-01,27.98,"ENSO"
"664",1937-05-01,27.44,"ENSO"
"813",1937-06-01,27.39,"ENSO"
"962",1937-07-01,27.32,"ENSO"
"1111",1937-08-01,26.67,"ENSO"
"1260",1937-09-01,26.93,"ENSO"
"1409",1937-10-01,26.63,"ENSO"
"1558",1937-11-01,26.87,"ENSO"
"1707",1937-12-01,26.8,"ENSO"
"69",1938-01-01,26.37,"ENSO"
"218",1938-02-01,26.99,"ENSO"
"367",1938-03-01,27.2,"ENSO"
"516",1938-04-01,27.86,"ENSO"
"665",1938-05-01,27.53,"ENSO"
"814",1938-06-01,26.8,"ENSO"
"963",1938-07-01,26.24,"ENSO"
"1112",1938-08-01,26.07,"ENSO"
"1261",1938-09-01,26.47,"ENSO"
"1410",1938-10-01,25.98,"ENSO"
"1559",1938-11-01,25.93,"ENSO"
"1708",1938-12-01,25.79,"ENSO"
"70",1939-01-01,25.91,"ENSO"
"219",1939-02-01,25.81,"ENSO"
"368",1939-03-01,26.41,"ENSO"
"517",1939-04-01,27.5,"ENSO"
"666",1939-05-01,27.61,"ENSO"
"815",1939-06-01,27.74,"ENSO"
"964",1939-07-01,27.48,"ENSO"
"1113",1939-08-01,26.94,"ENSO"
"1262",1939-09-01,27.19,"ENSO"
"1411",1939-10-01,26.27,"ENSO"
"1560",1939-11-01,26.98,"ENSO"
"1709",1939-12-01,26.64,"ENSO"
"71",1940-01-01,27.76,"ENSO"
"220",1940-02-01,28.14,"ENSO"
"369",1940-03-01,28.44,"ENSO"
"518",1940-04-01,28.57,"ENSO"
"667",1940-05-01,28.21,"ENSO"
"816",1940-06-01,28.24,"ENSO"
"965",1940-07-01,27.43,"ENSO"
"1114",1940-08-01,27.63,"ENSO"
"1263",1940-09-01,26.8,"ENSO"
"1412",1940-10-01,27.06,"ENSO"
"1561",1940-11-01,27.35,"ENSO"
"1710",1940-12-01,27.98,"ENSO"
"72",1941-01-01,27.95,"ENSO"
"221",1941-02-01,28.11,"ENSO"
"370",1941-03-01,28.67,"ENSO"
"519",1941-04-01,29.13,"ENSO"
"668",1941-05-01,29.18,"ENSO"
"817",1941-06-01,28.57,"ENSO"
"966",1941-07-01,27.95,"ENSO"
"1115",1941-08-01,27.66,"ENSO"
"1264",1941-09-01,27.43,"ENSO"
"1413",1941-10-01,27.72,"ENSO"
"1562",1941-11-01,27.83,"ENSO"
"1711",1941-12-01,27.86,"ENSO"
"73",1942-01-01,27.19,"ENSO"
"222",1942-02-01,27.29,"ENSO"
"371",1942-03-01,27.51,"ENSO"
"520",1942-04-01,28.34,"ENSO"
"669",1942-05-01,27.76,"ENSO"
"818",1942-06-01,27.17,"ENSO"
"967",1942-07-01,26.67,"ENSO"
"1116",1942-08-01,25.92,"ENSO"
"1265",1942-09-01,25.58,"ENSO"
"1414",1942-10-01,25.41,"ENSO"
"1563",1942-11-01,25.15,"ENSO"
"1712",1942-12-01,25.35,"ENSO"
"74",1943-01-01,25.38,"ENSO"
"223",1943-02-01,25.58,"ENSO"
"372",1943-03-01,26.16,"ENSO"
"521",1943-04-01,27.17,"ENSO"
"670",1943-05-01,27.51,"ENSO"
"819",1943-06-01,27.58,"ENSO"
"968",1943-07-01,27.13,"ENSO"
"1117",1943-08-01,26.93,"ENSO"
"1266",1943-09-01,26.52,"ENSO"
"1415",1943-10-01,26.29,"ENSO"
"1564",1943-11-01,26.16,"ENSO"
"1713",1943-12-01,26.17,"ENSO"
"75",1944-01-01,26.15,"ENSO"
"224",1944-02-01,26.92,"ENSO"
"373",1944-03-01,27.05,"ENSO"
"522",1944-04-01,27.88,"ENSO"
"671",1944-05-01,28,"ENSO"
"820",1944-06-01,27.72,"ENSO"
"969",1944-07-01,27.3,"ENSO"
"1118",1944-08-01,26.88,"ENSO"
"1267",1944-09-01,26.44,"ENSO"
"1416",1944-10-01,26.51,"ENSO"
"1565",1944-11-01,26.31,"ENSO"
"1714",1944-12-01,26.33,"ENSO"
"76",1945-01-01,26.22,"ENSO"
"225",1945-02-01,26.29,"ENSO"
"374",1945-03-01,26.47,"ENSO"
"523",1945-04-01,27.01,"ENSO"
"672",1945-05-01,27.41,"ENSO"
"821",1945-06-01,27.09,"ENSO"
"970",1945-07-01,26.62,"ENSO"
"1119",1945-08-01,26.03,"ENSO"
"1268",1945-09-01,25.93,"ENSO"
"1417",1945-10-01,25.87,"ENSO"
"1566",1945-11-01,26.23,"ENSO"
"1715",1945-12-01,26.05,"ENSO"
"77",1946-01-01,26.14,"ENSO"
"226",1946-02-01,26.53,"ENSO"
"375",1946-03-01,26.9,"ENSO"
"524",1946-04-01,27.29,"ENSO"
"673",1946-05-01,27.47,"ENSO"
"822",1946-06-01,27.83,"ENSO"
"971",1946-07-01,27.26,"ENSO"
"1120",1946-08-01,26.36,"ENSO"
"1269",1946-09-01,26.56,"ENSO"
"1418",1946-10-01,26.73,"ENSO"
"1567",1946-11-01,26.47,"ENSO"
"1716",1946-12-01,26.61,"ENSO"
"78",1947-01-01,26.97,"ENSO"
"227",1947-02-01,26.63,"ENSO"
"376",1947-03-01,27.54,"ENSO"
"525",1947-04-01,27.7,"ENSO"
"674",1947-05-01,27.32,"ENSO"
"823",1947-06-01,27.75,"ENSO"
"972",1947-07-01,26.83,"ENSO"
"1121",1947-08-01,26.51,"ENSO"
"1270",1947-09-01,25.7,"ENSO"
"1419",1947-10-01,25.92,"ENSO"
"1568",1947-11-01,25.93,"ENSO"
"1717",1947-12-01,26.77,"ENSO"
"79",1948-01-01,26.63,"ENSO"
"228",1948-02-01,27.13,"ENSO"
"377",1948-03-01,27.89,"ENSO"
"526",1948-04-01,28.02,"ENSO"
"675",1948-05-01,28.17,"ENSO"
"824",1948-06-01,27.75,"ENSO"
"973",1948-07-01,27.16,"ENSO"
"1122",1948-08-01,26.85,"ENSO"
"1271",1948-09-01,26.73,"ENSO"
"1420",1948-10-01,26.06,"ENSO"
"1569",1948-11-01,26.35,"ENSO"
"1718",1948-12-01,26.96,"ENSO"
"80",1949-01-01,26.12,"ENSO"
"229",1949-02-01,27.02,"ENSO"
"378",1949-03-01,26.7,"ENSO"
"527",1949-04-01,27.96,"ENSO"
"676",1949-05-01,27.79,"ENSO"
"825",1949-06-01,26.97,"ENSO"
"974",1949-07-01,26.84,"ENSO"
"1123",1949-08-01,26.56,"ENSO"
"1272",1949-09-01,26.1,"ENSO"
"1421",1949-10-01,26.01,"ENSO"
"1570",1949-11-01,25.33,"ENSO"
"1719",1949-12-01,25.39,"ENSO"
"81",1950-01-01,25.53,"ENSO"
"230",1950-02-01,25.26,"ENSO"
"379",1950-03-01,26.18,"ENSO"
"528",1950-04-01,26.86,"ENSO"
"677",1950-05-01,26.56,"ENSO"
"826",1950-06-01,26.82,"ENSO"
"975",1950-07-01,26.14,"ENSO"
"1124",1950-08-01,26.24,"ENSO"
"1273",1950-09-01,25.65,"ENSO"
"1422",1950-10-01,25.9,"ENSO"
"1571",1950-11-01,25.27,"ENSO"
"1720",1950-12-01,25.55,"ENSO"
"82",1951-01-01,25.45,"ENSO"
"231",1951-02-01,26.02,"ENSO"
"380",1951-03-01,26.48,"ENSO"
"529",1951-04-01,27.6,"ENSO"
"678",1951-05-01,27.77,"ENSO"
"827",1951-06-01,27.6,"ENSO"
"976",1951-07-01,27.88,"ENSO"
"1125",1951-08-01,27.77,"ENSO"
"1274",1951-09-01,27.42,"ENSO"
"1423",1951-10-01,27.52,"ENSO"
"1572",1951-11-01,27.44,"ENSO"
"1721",1951-12-01,27.3,"ENSO"
"83",1952-01-01,26.97,"ENSO"
"232",1952-02-01,27,"ENSO"
"381",1952-03-01,27.3,"ENSO"
"530",1952-04-01,28.18,"ENSO"
"679",1952-05-01,27.48,"ENSO"
"828",1952-06-01,27.03,"ENSO"
"977",1952-07-01,26.63,"ENSO"
"1126",1952-08-01,26.45,"ENSO"
"1275",1952-09-01,26.4,"ENSO"
"1424",1952-10-01,26.7,"ENSO"
"1573",1952-11-01,26.33,"ENSO"
"1722",1952-12-01,26.04,"ENSO"
"84",1953-01-01,26.94,"ENSO"
"233",1953-02-01,27,"ENSO"
"382",1953-03-01,27.48,"ENSO"
"531",1953-04-01,28.54,"ENSO"
"680",1953-05-01,28.21,"ENSO"
"829",1953-06-01,28.1,"ENSO"
"978",1953-07-01,27.42,"ENSO"
"1127",1953-08-01,26.91,"ENSO"
"1276",1953-09-01,27.42,"ENSO"
"1425",1953-10-01,26.84,"ENSO"
"1574",1953-11-01,26.96,"ENSO"
"1723",1953-12-01,26.74,"ENSO"
"85",1954-01-01,26.97,"ENSO"
"234",1954-02-01,26.98,"ENSO"
"383",1954-03-01,27.27,"ENSO"
"532",1954-04-01,27.45,"ENSO"
"681",1954-05-01,27.34,"ENSO"
"830",1954-06-01,26.88,"ENSO"
"979",1954-07-01,26.2,"ENSO"
"1128",1954-08-01,25.8,"ENSO"
"1277",1954-09-01,25.72,"ENSO"
"1426",1954-10-01,25.82,"ENSO"
"1575",1954-11-01,25.49,"ENSO"
"1724",1954-12-01,25.79,"ENSO"
"86",1955-01-01,25.92,"ENSO"
"235",1955-02-01,25.98,"ENSO"
"384",1955-03-01,26.46,"ENSO"
"533",1955-04-01,26.82,"ENSO"
"682",1955-05-01,26.64,"ENSO"
"831",1955-06-01,26.49,"ENSO"
"980",1955-07-01,25.91,"ENSO"
"1129",1955-08-01,25.96,"ENSO"
"1278",1955-09-01,25.42,"ENSO"
"1427",1955-10-01,25.14,"ENSO"
"1576",1955-11-01,24.75,"ENSO"
"1725",1955-12-01,25.07,"ENSO"
"87",1956-01-01,25.35,"ENSO"
"236",1956-02-01,25.79,"ENSO"
"385",1956-03-01,26.32,"ENSO"
"534",1956-04-01,26.99,"ENSO"
"683",1956-05-01,27.28,"ENSO"
"832",1956-06-01,26.85,"ENSO"
"981",1956-07-01,26.28,"ENSO"
"1130",1956-08-01,26.06,"ENSO"
"1279",1956-09-01,25.84,"ENSO"
"1428",1956-10-01,26.04,"ENSO"
"1577",1956-11-01,25.64,"ENSO"
"1726",1956-12-01,26.01,"ENSO"
"88",1957-01-01,26.02,"ENSO"
"237",1957-02-01,26.52,"ENSO"
"386",1957-03-01,27.34,"ENSO"
"535",1957-04-01,28.19,"ENSO"
"684",1957-05-01,28.31,"ENSO"
"833",1957-06-01,28.22,"ENSO"
"982",1957-07-01,27.91,"ENSO"
"1131",1957-08-01,27.66,"ENSO"
"1280",1957-09-01,27.28,"ENSO"
"1429",1957-10-01,27.48,"ENSO"
"1578",1957-11-01,27.74,"ENSO"
"1727",1957-12-01,27.76,"ENSO"
"89",1958-01-01,28.12,"ENSO"
"238",1958-02-01,28.16,"ENSO"
"387",1958-03-01,28.25,"ENSO"
"536",1958-04-01,28.08,"ENSO"
"685",1958-05-01,28.19,"ENSO"
"834",1958-06-01,27.99,"ENSO"
"983",1958-07-01,27.26,"ENSO"
"1132",1958-08-01,27.12,"ENSO"
"1281",1958-09-01,26.44,"ENSO"
"1430",1958-10-01,26.7,"ENSO"
"1579",1958-11-01,26.71,"ENSO"
"1728",1958-12-01,26.89,"ENSO"
"90",1959-01-01,27.01,"ENSO"
"239",1959-02-01,27.26,"ENSO"
"388",1959-03-01,27.52,"ENSO"
"537",1959-04-01,28.04,"ENSO"
"686",1959-05-01,27.85,"ENSO"
"835",1959-06-01,27.36,"ENSO"
"984",1959-07-01,26.95,"ENSO"
"1133",1959-08-01,26.47,"ENSO"
"1282",1959-09-01,26.22,"ENSO"
"1431",1959-10-01,26.84,"ENSO"
"1580",1959-11-01,26.48,"ENSO"
"1729",1959-12-01,26.54,"ENSO"
"91",1960-01-01,26.6,"ENSO"
"240",1960-02-01,26.52,"ENSO"
"389",1960-03-01,27.17,"ENSO"
"538",1960-04-01,27.78,"ENSO"
"687",1960-05-01,27.92,"ENSO"
"836",1960-06-01,27.48,"ENSO"
"985",1960-07-01,26.98,"ENSO"
"1134",1960-08-01,26.87,"ENSO"
"1283",1960-09-01,26.79,"ENSO"
"1432",1960-10-01,26.67,"ENSO"
"1581",1960-11-01,26.27,"ENSO"
"1730",1960-12-01,26.6,"ENSO"
"92",1961-01-01,26.43,"ENSO"
"241",1961-02-01,26.8,"ENSO"
"390",1961-03-01,27.16,"ENSO"
"539",1961-04-01,27.9,"ENSO"
"688",1961-05-01,27.86,"ENSO"
"837",1961-06-01,27.79,"ENSO"
"986",1961-07-01,26.9,"ENSO"
"1135",1961-08-01,26.62,"ENSO"
"1284",1961-09-01,26.23,"ENSO"
"1433",1961-10-01,26.02,"ENSO"
"1582",1961-11-01,26.46,"ENSO"
"1731",1961-12-01,26.3,"ENSO"
"93",1962-01-01,26.33,"ENSO"
"242",1962-02-01,26.6,"ENSO"
"391",1962-03-01,26.85,"ENSO"
"540",1962-04-01,27.45,"ENSO"
"689",1962-05-01,27.45,"ENSO"
"838",1962-06-01,27.47,"ENSO"
"987",1962-07-01,26.92,"ENSO"
"1136",1962-08-01,26.74,"ENSO"
"1285",1962-09-01,26.19,"ENSO"
"1434",1962-10-01,26.41,"ENSO"
"1583",1962-11-01,26.22,"ENSO"
"1732",1962-12-01,26.09,"ENSO"
"94",1963-01-01,26.26,"ENSO"
"243",1963-02-01,26.5,"ENSO"
"392",1963-03-01,27.2,"ENSO"
"541",1963-04-01,27.71,"ENSO"
"690",1963-05-01,27.86,"ENSO"
"839",1963-06-01,27.81,"ENSO"
"988",1963-07-01,27.95,"ENSO"
"1137",1963-08-01,27.78,"ENSO"
"1286",1963-09-01,27.4,"ENSO"
"1435",1963-10-01,27.57,"ENSO"
"1584",1963-11-01,27.4,"ENSO"
"1733",1963-12-01,27.63,"ENSO"
"95",1964-01-01,27.33,"ENSO"
"244",1964-02-01,27.31,"ENSO"
"393",1964-03-01,27.1,"ENSO"
"542",1964-04-01,27.24,"ENSO"
"691",1964-05-01,27.13,"ENSO"
"840",1964-06-01,26.81,"ENSO"
"989",1964-07-01,26.58,"ENSO"
"1138",1964-08-01,26.11,"ENSO"
"1287",1964-09-01,25.82,"ENSO"
"1436",1964-10-01,25.73,"ENSO"
"1585",1964-11-01,25.55,"ENSO"
"1734",1964-12-01,25.52,"ENSO"
"96",1965-01-01,26.01,"ENSO"
"245",1965-02-01,26.41,"ENSO"
"394",1965-03-01,26.92,"ENSO"
"543",1965-04-01,27.68,"ENSO"
"692",1965-05-01,28.05,"ENSO"
"841",1965-06-01,28.14,"ENSO"
"990",1965-07-01,28.03,"ENSO"
"1139",1965-08-01,28.12,"ENSO"
"1288",1965-09-01,28.01,"ENSO"
"1437",1965-10-01,28.34,"ENSO"
"1586",1965-11-01,28.2,"ENSO"
"1735",1965-12-01,28.04,"ENSO"
"97",1966-01-01,27.71,"ENSO"
"246",1966-02-01,27.59,"ENSO"
"395",1966-03-01,28.08,"ENSO"
"544",1966-04-01,28.31,"ENSO"
"693",1966-05-01,27.81,"ENSO"
"842",1966-06-01,27.82,"ENSO"
"991",1966-07-01,27.45,"ENSO"
"1140",1966-08-01,26.77,"ENSO"
"1289",1966-09-01,26.7,"ENSO"
"1438",1966-10-01,26.69,"ENSO"
"1587",1966-11-01,26.28,"ENSO"
"1736",1966-12-01,26.32,"ENSO"
"98",1967-01-01,26.02,"ENSO"
"247",1967-02-01,26.2,"ENSO"
"396",1967-03-01,26.79,"ENSO"
"545",1967-04-01,27.24,"ENSO"
"694",1967-05-01,27.63,"ENSO"
"843",1967-06-01,27.56,"ENSO"
"992",1967-07-01,27.12,"ENSO"
"1141",1967-08-01,26.57,"ENSO"
"1290",1967-09-01,26.17,"ENSO"
"1439",1967-10-01,26.35,"ENSO"
"1588",1967-11-01,26.32,"ENSO"
"1737",1967-12-01,26.24,"ENSO"
"99",1968-01-01,25.98,"ENSO"
"248",1968-02-01,26.02,"ENSO"
"397",1968-03-01,26.5,"ENSO"
"546",1968-04-01,27.3,"ENSO"
"695",1968-05-01,27.43,"ENSO"
"844",1968-06-01,27.87,"ENSO"
"993",1968-07-01,27.54,"ENSO"
"1142",1968-08-01,27.2,"ENSO"
"1291",1968-09-01,26.8,"ENSO"
"1440",1968-10-01,27.05,"ENSO"
"1589",1968-11-01,27.42,"ENSO"
"1738",1968-12-01,27.35,"ENSO"
"100",1969-01-01,27.48,"ENSO"
"249",1969-02-01,27.79,"ENSO"
"398",1969-03-01,27.86,"ENSO"
"547",1969-04-01,28.1,"ENSO"
"696",1969-05-01,28.25,"ENSO"
"845",1969-06-01,27.95,"ENSO"
"994",1969-07-01,27.32,"ENSO"
"1143",1969-08-01,27.39,"ENSO"
"1292",1969-09-01,27.22,"ENSO"
"1441",1969-10-01,27.39,"ENSO"
"1590",1969-11-01,27.4,"ENSO"
"1739",1969-12-01,27.27,"ENSO"
"101",1970-01-01,27.13,"ENSO"
"250",1970-02-01,27.12,"ENSO"
"399",1970-03-01,27.52,"ENSO"
"548",1970-04-01,27.95,"ENSO"
"697",1970-05-01,27.87,"ENSO"
"846",1970-06-01,27.38,"ENSO"
"995",1970-07-01,26.25,"ENSO"
"1144",1970-08-01,25.92,"ENSO"
"1293",1970-09-01,25.97,"ENSO"
"1442",1970-10-01,26.08,"ENSO"
"1591",1970-11-01,25.81,"ENSO"
"1740",1970-12-01,25.47,"ENSO"
"102",1971-01-01,25.11,"ENSO"
"251",1971-02-01,25.48,"ENSO"
"400",1971-03-01,25.96,"ENSO"
"549",1971-04-01,26.8,"ENSO"
"698",1971-05-01,27.04,"ENSO"
"847",1971-06-01,26.91,"ENSO"
"996",1971-07-01,26.59,"ENSO"
"1145",1971-08-01,26.22,"ENSO"
"1294",1971-09-01,26,"ENSO"
"1443",1971-10-01,25.95,"ENSO"
"1592",1971-11-01,25.8,"ENSO"
"1741",1971-12-01,25.69,"ENSO"
"103",1972-01-01,26,"ENSO"
"252",1972-02-01,26.55,"ENSO"
"401",1972-03-01,27,"ENSO"
"550",1972-04-01,27.98,"ENSO"
"699",1972-05-01,28.19,"ENSO"
"848",1972-06-01,28.35,"ENSO"
"997",1972-07-01,28.06,"ENSO"
"1146",1972-08-01,28.18,"ENSO"
"1295",1972-09-01,27.94,"ENSO"
"1444",1972-10-01,28.5,"ENSO"
"1593",1972-11-01,28.53,"ENSO"
"1742",1972-12-01,28.78,"ENSO"
"104",1973-01-01,28.18,"ENSO"
"253",1973-02-01,27.84,"ENSO"
"402",1973-03-01,27.83,"ENSO"
"551",1973-04-01,27.7,"ENSO"
"700",1973-05-01,27.3,"ENSO"
"849",1973-06-01,26.83,"ENSO"
"998",1973-07-01,26.08,"ENSO"
"1147",1973-08-01,25.66,"ENSO"
"1296",1973-09-01,25.35,"ENSO"
"1445",1973-10-01,25.15,"ENSO"
"1594",1973-11-01,24.58,"ENSO"
"1743",1973-12-01,24.41,"ENSO"
"105",1974-01-01,24.56,"ENSO"
"254",1974-02-01,25.26,"ENSO"
"403",1974-03-01,25.82,"ENSO"
"552",1974-04-01,26.77,"ENSO"
"701",1974-05-01,27.07,"ENSO"
"850",1974-06-01,26.99,"ENSO"
"999",1974-07-01,26.58,"ENSO"
"1148",1974-08-01,26.56,"ENSO"
"1297",1974-09-01,26.4,"ENSO"
"1446",1974-10-01,25.98,"ENSO"
"1595",1974-11-01,25.7,"ENSO"
"1744",1974-12-01,25.73,"ENSO"
"106",1975-01-01,26.21,"ENSO"
"255",1975-02-01,26.43,"ENSO"
"404",1975-03-01,26.66,"ENSO"
"553",1975-04-01,27.18,"ENSO"
"702",1975-05-01,26.87,"ENSO"
"851",1975-06-01,26.43,"ENSO"
"1000",1975-07-01,25.99,"ENSO"
"1149",1975-08-01,25.72,"ENSO"
"1298",1975-09-01,25.31,"ENSO"
"1447",1975-10-01,25.26,"ENSO"
"1596",1975-11-01,25.19,"ENSO"
"1745",1975-12-01,24.95,"ENSO"
"107",1976-01-01,24.78,"ENSO"
"256",1976-02-01,25.71,"ENSO"
"405",1976-03-01,26.58,"ENSO"
"554",1976-04-01,27.35,"ENSO"
"703",1976-05-01,27.37,"ENSO"
"852",1976-06-01,27.69,"ENSO"
"1001",1976-07-01,27.38,"ENSO"
"1150",1976-08-01,27.18,"ENSO"
"1299",1976-09-01,27.32,"ENSO"
"1448",1976-10-01,27.59,"ENSO"
"1597",1976-11-01,27.54,"ENSO"
"1746",1976-12-01,27.23,"ENSO"
"108",1977-01-01,27.42,"ENSO"
"257",1977-02-01,27.31,"ENSO"
"406",1977-03-01,27.65,"ENSO"
"555",1977-04-01,27.52,"ENSO"
"704",1977-05-01,27.84,"ENSO"
"853",1977-06-01,28.05,"ENSO"
"1002",1977-07-01,27.67,"ENSO"
"1151",1977-08-01,27.13,"ENSO"
"1300",1977-09-01,27.19,"ENSO"
"1449",1977-10-01,27.62,"ENSO"
"1598",1977-11-01,27.69,"ENSO"
"1747",1977-12-01,27.67,"ENSO"
"109",1978-01-01,27.3,"ENSO"
"258",1978-02-01,27.27,"ENSO"
"407",1978-03-01,27.32,"ENSO"
"556",1978-04-01,27.4,"ENSO"
"705",1978-05-01,27.37,"ENSO"
"854",1978-06-01,27.23,"ENSO"
"1003",1978-07-01,26.75,"ENSO"
"1152",1978-08-01,26.26,"ENSO"
